343;"bouquet 23";394;;"2016 07 07";1;
344;"bouquet 28";395;;"2016 07 07";1;
345;"bouquet 12 boite a mouchoir";396;;"2016 07 07";3;
345;"bouquet 12 boite a mouchoir";415;;"2016 07 07";2;
345;"bouquet 12 boite a mouchoir";1022;Object;"2016 07 22";-1;12.00
