519;"bidon lait";2899;;"2017 07 12";1;
520;"bro à eau";2900;;"2017 07 12";1;
521;"lot de 2 bougeoire";2901;;"2017 07 12";1;
522;"boc coquelicot";2902;;"2017 07 12";1;
523;"bouilloire liere";2903;;"2017 07 12";1;
524;"coffret tiroirs, thermomètre,pot crayons, tirelire";2904;;"2017 07 12";7;
524;"coffret tiroirs, thermomètre,pot crayons, tirelire";3219;;"2017 07 19";2;
524;"coffret tiroirs, thermomètre,pot crayons, tirelire";3353;Object;"2017 08 02";-1;12.00
