Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
922;4;numeraire;28.10;6.18
923;1;numeraire;3.90;0.86
924;1;numeraire;14.90;3.28
925;4;carte;61.00;13.42
926;2;carte;43.00;9.46
927;1;numeraire;11.00;2.42
928;2;numeraire;7.50;1.65
929;1;carte;23.00;5.06
930;1;numeraire;30.00;6.60
931;2;numeraire;20.00;4.40
932;1;numeraire;9.00;1.98
933;2;carte;14.50;3.19
934;1;carte;12.00;2.64
935;1;numeraire;6.00;1.32
