Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
24;1;carte;72.00;15.84
25;1;numeraire;11.00;2.42
26;2;carte;13.00;2.86
27;1;numeraire;5.00;1.10
28;1;numeraire;6.00;1.32
29;3;carte;24.00;5.28
30;1;numeraire;7.00;1.54
31;1;carte;12.00;2.64
32;1;numeraire;13.00;2.86
33;1;numeraire;13.00;2.86
34;1;numeraire;13.00;2.86
