Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
248;1;numeraire;1.60;0.35
249;1;numeraire;3.00;0.66
250;1;numeraire;3.00;0.66
251;1;numeraire;6.00;1.32
252;1;numeraire;8.60;1.89
253;6;numeraire;55.20;12.14
254;1;carte;6.00;1.32
255;1;numeraire;12.00;2.64
256;1;numeraire;7.00;1.54
257;1;numeraire;6.80;1.50
258;2;numeraire;12.80;2.82
259;4;cheque;21.30;4.69
260;1;numeraire;12.00;2.64
261;1;numeraire;15.00;3.30
262;1;numeraire;0.50;0.11
263;4;carte;47.40;10.43
