Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
195;3;numeraire;24.20;5.32
196;7;carte;28.95;6.37
197;1;carte;16.00;3.52
198;1;numeraire;4.90;1.08
199;4;carte;79.00;17.38
200;2;numeraire;23.00;5.06
201;2;numeraire;25.00;5.50
202;7;numeraire;73.10;16.08
