Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
534;4;numeraire;25.40;5.59
535;3;numeraire;24.00;5.28
536;1;numeraire;4.90;1.08
537;1;carte;17.00;3.74
538;3;numeraire;31.50;6.93
539;3;carte;34.00;7.48
540;4;numeraire;42.00;9.24
541;3;numeraire;19.20;4.22
542;5;carte;32.00;7.04
543;4;cheque;17.75;3.91
544;2;carte;48.00;10.56
545;1;carte;3.00;0.66
546;1;numeraire;7.00;1.54
547;4;carte;31.40;6.91
548;2;numeraire;34.00;7.48
