Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
48;2;numeraire;17.90;3.94
49;4;numeraire;20.10;4.42
50;4;carte;21.95;4.83
51;1;numeraire;3.20;0.70
52;4;carte;29.20;6.42
53;2;numeraire;6.10;1.34
54;1;numeraire;3.25;0.72
55;1;numeraire;6.50;1.43
56;1;numeraire;4.30;0.95
57;1;carte;13.00;2.86
58;1;numeraire;4.00;0.88
59;1;carte;13.00;2.86
60;3;numeraire;18.85;4.15
