Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
631;1;numeraire;13.00;2.86
632;4;cheque;36.70;8.07
633;3;carte;18.00;3.96
634;1;numeraire;11.00;2.42
635;2;numeraire;8.50;1.87
636;2;numeraire;17.90;3.94
637;1;numeraire;13.00;2.86
638;1;carte;19.00;4.18
639;2;numeraire;11.00;2.42
640;1;carte;10.50;2.31
641;3;numeraire;15.35;3.38
