Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
363;1;numeraire;5.20;1.14
364;2;carte;16.35;3.60
365;2;cheque;34.30;7.55
366;10;carte;81.60;17.95
367;2;carte;17.10;3.76
368;1;numeraire;7.00;1.54
369;2;numeraire;16.50;3.63
370;3;carte;34.50;7.59
371;1;numeraire;3.00;0.66
372;1;numeraire;15.20;3.34
373;1;numeraire;8.00;1.76
