Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
203;1;numeraire;4.50;0.99
204;3;carte;50.00;11.00
205;1;numeraire;3.00;0.66
206;2;numeraire;9.00;1.98
207;1;numeraire;6.00;1.32
208;1;numeraire;7.50;1.65
209;1;numeraire;4.00;0.88
210;2;numeraire;10.50;2.31
211;3;carte;34.10;7.50
212;1;carte;11.00;2.42
213;2;numeraire;11.00;2.42
214;6;numeraire;59.40;13.07
215;2;carte;61.00;13.42
216;3;carte;21.90;4.82
218;3;numeraire;23.00;5.06
219;6;carte;28.90;6.36
