Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
414;1;numeraire;3.80;0.84
415;1;numeraire;5.00;1.10
416;1;numeraire;19.50;4.29
417;3;carte;34.00;7.48
418;2;numeraire;26.00;5.72
419;2;carte;17.00;3.74
420;2;carte;10.40;2.29
421;3;numeraire;39.90;8.78
423;3;numeraire;13.70;3.01
424;2;numeraire;18.80;4.14
425;1;carte;20.00;4.40
426;2;carte;19.95;4.39
427;2;numeraire;14.50;3.19
428;2;numeraire;22.70;4.99
429;6;carte;42.90;9.44
430;2;numeraire;10.50;2.31
