Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
490;2;numeraire;18.50;4.07
492;5;carte;92.60;20.37
493;4;carte;26.00;5.72
494;1;numeraire;4.50;0.99
495;2;numeraire;26.00;5.72
496;6;carte;65.20;14.34
497;3;carte;14.90;3.28
