Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
61;2;cheque;10.00;2.20
62;2;numeraire;25.00;5.50
64;2;carte;26.50;5.83
65;4;carte;57.60;12.67
67;2;cheque;13.30;2.93
68;1;numeraire;3.80;0.84
69;3;cheque;18.50;4.07
