Référence;"Nbr Articles";"Mode de paiement";"Total Vente (22)";"Dont Marge"
234;11;carte;92.00;20.24
235;1;numeraire;5.00;1.10
236;1;numeraire;6.50;1.43
237;4;numeraire;33.90;7.46
238;2;numeraire;5.85;1.29
239;1;numeraire;4.00;0.88
240;7;carte;75.05;16.51
241;5;carte;55.15;12.13
242;1;numeraire;0.50;0.11
243;1;numeraire;6.30;1.39
244;1;numeraire;13.00;2.86
245;1;numeraire;3.50;0.77
246;2;carte;22.00;4.84
247;1;numeraire;13.20;2.90
